Energy_MeV,F8_Response_per_source_neutron,Relative_Error
8.78,3.3e-08,0.1741
8.79,3.1e-08,0.1796
8.8,4.4e-08,0.1508
8.81,3.4e-08,0.1715
8.82,4.2e-08,0.1543
8.83,4.5e-08,0.1491
8.84,4.1e-08,0.1562
8.85,4.1e-08,0.1562
8.86,4.7e-08,0.1459
8.87,5e-08,0.1414
8.88,5.1e-08,0.14
8.89,4.8e-08,0.1443
8.9,3.2e-08,0.1768
8.91,2.9e-08,0.1857
8.92,4.4e-08,0.1508
8.93,3.7e-08,0.1644
8.94,3.5e-08,0.169
8.95,4.1e-08,0.1562
8.96,2.8e-08,0.189
8.97,3.2e-08,0.1768
8.98,3.6e-08,0.1667
8.99,2.9e-08,0.1857
9,3.1e-08,0.1796
9.01,2.8e-08,0.189
9.02,2.1e-08,0.2182
9.03,2.5e-08,0.2
9.04,3.1e-08,0.1796
9.05,2.9e-08,0.1857
9.06,4.1e-08,0.1562
9.07,4e-08,0.1581
9.08,3e-08,0.1826
9.09,2.7e-08,0.1925
9.1,3.1e-08,0.1796
9.11,2.8e-08,0.189
9.12,2.5e-08,0.2
9.13,3e-08,0.1826
9.14,2.5e-08,0.2
9.15,2.2e-08,0.2132
9.16,2.3e-08,0.2085
9.17,2.4e-08,0.2041
9.18,3.4e-08,0.1715
9.19,2e-08,0.2236
9.2,2e-08,0.2236
9.21,3.1e-08,0.1796
9.22,3.2e-08,0.1768
9.23,4.2e-08,0.1543
9.24,1.8e-08,0.2357
9.25,3.6e-08,0.1667
9.26,2.2e-08,0.2132
9.27,2.5e-08,0.2
9.28,3e-08,0.1826
9.29,2.6e-08,0.1961
9.3,3.4e-08,0.1715
9.31,2.5e-08,0.2
9.32,2.4e-08,0.2041
9.33,2.8e-08,0.189
9.34,2.5e-08,0.2
9.35,3.1e-08,0.1796
9.36,2.2e-08,0.2132
9.37,3.1e-08,0.1796
9.38,3.3e-08,0.1741
9.39,4.2e-08,0.1543
9.4,2.2e-08,0.2132
9.41,3.9e-08,0.1601
9.42,2.4e-08,0.2041
9.43,3.3e-08,0.1741
9.44,2.3e-08,0.2085
9.45,3.6e-08,0.1667
9.46,2.8e-08,0.189
9.47,2.5e-08,0.2
9.48,3.3e-08,0.1741
9.49,2.1e-08,0.2182
9.5,3.4e-08,0.1715
9.51,3.1e-08,0.1796
9.52,2.6e-08,0.1961
9.53,3.3e-08,0.1741
9.54,2.8e-08,0.189
9.55,2.5e-08,0.2
9.56,2.2e-08,0.2132
9.57,2.9e-08,0.1857
9.58,2.2e-08,0.2132
9.59,4e-08,0.1581
9.6,3.4e-08,0.1715
9.61,2.9e-08,0.1857
9.62,2.4e-08,0.2041
9.63,2.1e-08,0.2182
9.64,3.7e-08,0.1644
9.65,2.5e-08,0.2
9.66,3.3e-08,0.1741
9.67,2.4e-08,0.2041
9.68,2.7e-08,0.1925
9.69,2.7e-08,0.1925
9.7,2.5e-08,0.2
9.71,2.3e-08,0.2085
9.72,2.2e-08,0.2132
9.73,2.5e-08,0.2
9.74,1.7e-08,0.2425
9.75,3.5e-08,0.169
9.76,2.3e-08,0.2085
9.77,2.5e-08,0.2
9.78,3.2e-08,0.1768
9.79,1.6e-08,0.25
9.8,1.9e-08,0.2294
9.81,3e-08,0.1826
9.82,3.1e-08,0.1796
9.83,2.8e-08,0.189
9.84,3.1e-08,0.1796
9.85,2.3e-08,0.2085
9.86,2.3e-08,0.2085
9.87,3e-08,0.1826
9.88,3.2e-08,0.1768
9.89,1.8e-08,0.2357
9.9,3e-08,0.1826
9.91,2.6e-08,0.1961
9.92,2.4e-08,0.2041
9.93,1.4e-08,0.2673
9.94,2.2e-08,0.2132
9.95,3.2e-08,0.1768
9.96,2.7e-08,0.1925
9.97,3.8e-08,0.1622
9.98,3.5e-08,0.169
9.99,3.5e-08,0.169
10,2.8e-08,0.189
10.01,3e-08,0.1826
10.02,2.2e-08,0.2132
10.03,2.2e-08,0.2132
10.04,2.4e-08,0.2041
10.05,2.3e-08,0.2085
10.06,2.3e-08,0.2085
10.07,2.3e-08,0.2085
10.08,2.7e-08,0.1925
10.09,3e-08,0.1826
10.1,2.3e-08,0.2085
10.11,1.9e-08,0.2294
10.12,2.4e-08,0.2041
10.13,2.3e-08,0.2085
10.14,2.2e-08,0.2132
10.15,1.7e-08,0.2425
10.16,2.4e-08,0.2041
10.17,2.1e-08,0.2182
10.18,2.1e-08,0.2182
10.19,2.2e-08,0.2132
10.2,2.3e-08,0.2085
10.21,2.2e-08,0.2132
10.22,3.2e-08,0.1768
10.23,2.5e-08,0.2
10.24,2.7e-08,0.1925
10.25,1.8e-08,0.2357
10.26,3.7e-08,0.1644
10.27,1.6e-08,0.25
10.28,1.9e-08,0.2294
10.29,2e-08,0.2236
10.3,1.7e-08,0.2425
10.31,2.8e-08,0.189
10.32,1.8e-08,0.2357
10.33,2.5e-08,0.2
10.34,2.2e-08,0.2132
10.35,1.7e-08,0.2425
10.36,1.9e-08,0.2294
10.37,2.1e-08,0.2182
10.38,3.2e-08,0.1768
10.39,3e-08,0.1826
10.4,2e-08,0.2236
10.41,2.7e-08,0.1925
10.42,2.3e-08,0.2085
10.43,2.1e-08,0.2182
10.44,2.7e-08,0.1925
10.45,1.4e-08,0.2673
10.46,2e-08,0.2236
10.47,2.6e-08,0.1961
10.48,3e-08,0.1826
10.49,2e-08,0.2236
10.5,2e-08,0.2236
10.51,1.2e-08,0.2887
10.52,1.7e-08,0.2425
10.53,2e-08,0.2236
10.54,2.3e-08,0.2085
10.55,1.3e-08,0.2774
10.56,2.2e-08,0.2132
10.57,1.7e-08,0.2425
10.58,1.9e-08,0.2294
10.59,1.4e-08,0.2673
10.6,1.4e-08,0.2673
10.61,2e-08,0.2236
10.62,1.2e-08,0.2887
10.63,1.5e-08,0.2582
10.64,2.1e-08,0.2182
10.65,2e-08,0.2236
10.66,2.3e-08,0.2085
10.67,1.2e-08,0.2887
10.68,1.1e-08,0.3015
10.69,1.4e-08,0.2673
10.7,1.6e-08,0.25
10.71,1.6e-08,0.25
10.72,1.9e-08,0.2294
10.73,1.4e-08,0.2673
10.74,1.8e-08,0.2357
10.75,2e-08,0.2236
10.76,1.7e-08,0.2425
10.77,1.7e-08,0.2425
10.78,1.5e-08,0.2582
10.79,1.6e-08,0.25
10.8,1.4e-08,0.2673
10.81,1.5e-08,0.2582
10.82,2.2e-08,0.2132
10.83,2.3e-08,0.2085
10.84,9e-09,0.3333
10.85,1.8e-08,0.2357
10.86,1.8e-08,0.2357
10.87,1.6e-08,0.25
10.88,1e-08,0.3162
10.89,1.6e-08,0.25
10.9,1.4e-08,0.2673
10.91,1.5e-08,0.2582
10.92,1.3e-08,0.2774
10.93,1.6e-08,0.25
10.94,1.6e-08,0.25
10.95,1.4e-08,0.2673
10.96,1.7e-08,0.2425
10.97,1e-08,0.3162
10.98,1.2e-08,0.2887
10.99,1e-08,0.3162
11,1.6e-08,0.25
11.01,1.5e-08,0.2582
11.02,1.3e-08,0.2774
11.03,7e-09,0.378
11.04,1.4e-08,0.2673
11.05,2e-08,0.2236
11.06,1.3e-08,0.2774
11.07,1.5e-08,0.2582
11.08,1.2e-08,0.2887
11.09,5e-09,0.4472
11.1,1.6e-08,0.25
11.11,1.9e-08,0.2294
11.12,1e-08,0.3162
11.13,1.5e-08,0.2582
11.14,1.1e-08,0.3015
11.15,1e-08,0.3162
11.16,1e-08,0.3162
11.17,1e-08,0.3162
11.18,1.5e-08,0.2582
11.19,3e-09,0.5774
11.2,1.5e-08,0.2582
11.21,1.4e-08,0.2673
11.22,9e-09,0.3333
11.23,7e-09,0.378
11.24,1.6e-08,0.25
11.25,1.3e-08,0.2774
11.26,1.1e-08,0.3015
11.27,9e-09,0.3333
11.28,1.4e-08,0.2673
11.29,1.8e-08,0.2357
11.3,8e-09,0.3536
11.31,8e-09,0.3536
11.32,1.5e-08,0.2582
11.33,1.2e-08,0.2887
11.34,1.1e-08,0.3015
11.35,6e-09,0.4082
11.36,1.2e-08,0.2887
11.37,1.2e-08,0.2887
11.38,1e-08,0.3162
11.39,9e-09,0.3333
11.4,4e-09,0.5
11.41,9e-09,0.3333
11.42,7e-09,0.378
11.43,1.1e-08,0.3015
11.44,6e-09,0.4082
11.45,9e-09,0.3333
11.46,8e-09,0.3536
11.47,9e-09,0.3333
11.48,7e-09,0.378
11.49,8e-09,0.3536
11.5,7e-09,0.378
11.51,5e-09,0.4472
11.52,9e-09,0.3333
11.53,6e-09,0.4082
11.54,1e-08,0.3162
11.55,7e-09,0.378
11.56,4e-09,0.5
11.57,7e-09,0.378
11.58,4e-09,0.5
11.59,5e-09,0.4472
11.6,1.4e-08,0.2673
11.61,2e-09,0.7071
11.62,5e-09,0.4472
11.63,4e-09,0.5
11.64,9e-09,0.3333
11.65,5e-09,0.4472
11.66,4e-09,0.5
11.67,1.3e-08,0.2774
11.68,5e-09,0.4472
11.69,2e-09,0.7071
11.7,4e-09,0.5
11.71,9e-09,0.3333
11.72,9e-09,0.3333
11.73,3e-09,0.5774
11.74,4e-09,0.5
11.75,5e-09,0.4472
11.76,8e-09,0.3536
11.77,0,0
11.78,3e-09,0.5774
11.79,4e-09,0.5
11.8,6e-09,0.4082
11.81,4e-09,0.5
11.82,2e-09,0.7071
11.83,2e-09,0.7071
11.84,1e-09,1
11.85,3e-09,0.5774
11.86,3e-09,0.5774
11.87,8e-09,0.3536
11.88,3e-09,0.5774
11.89,3e-09,0.5774
11.9,5e-09,0.4472
11.91,2e-09,0.7071
11.92,3e-09,0.5774
11.93,5e-09,0.4472
11.94,2e-09,0.7071
11.95,2e-09,0.7071
11.96,4e-09,0.5
11.97,6e-09,0.4082
11.98,5e-09,0.4472
11.99,2e-09,0.7071
12,3e-09,0.5774
12.01,3e-09,0.5774
12.02,2e-09,0.7071
12.03,0,0
12.04,0,0
12.05,3e-09,0.5774
12.06,4e-09,0.5
12.07,4e-09,0.5
12.08,1e-09,1
12.09,0,0
12.1,3e-09,0.5774
12.11,4e-09,0.5
12.12,4e-09,0.5
12.13,1e-09,1
12.14,0,0
12.15,2e-09,0.7071
12.16,1e-09,1
12.17,1e-09,1
12.18,1e-09,1
12.19,1e-09,1
12.2,0,0
12.21,1e-09,1
12.22,1e-09,1
12.23,2e-09,0.7071
12.24,2e-09,0.7071
12.25,1e-09,1
12.26,1e-09,1
12.27,2e-09,0.7071
12.28,2e-09,0.7071
12.29,1e-09,1
12.3,1e-09,1
12.31,2e-09,0.7071
12.32,1e-09,1
12.33,1e-09,1
12.34,3e-09,0.5774
12.35,1e-09,1
12.36,1e-09,1
12.37,3e-09,0.5774
12.38,0,0
12.39,0,0
12.4,1e-09,1
12.41,1e-09,1
12.42,1e-09,1
12.43,0,0
12.44,2e-09,0.7071
12.45,0,0
12.46,0,0
12.47,0,0
12.48,1e-09,1
12.49,0,0
12.5,1e-09,1
12.51,0,0
12.52,0,0
12.53,1e-09,1
12.54,0,0
12.55,0,0
12.56,1e-09,1
12.57,0,0
12.58,0,0
12.59,1e-09,1
12.6,1e-09,1
12.61,0,0
12.62,0,0
12.63,0,0
12.64,0,0
12.65,0,0
12.66,0,0
12.67,0,0
12.68,3e-09,0.5774
12.69,1e-09,1
12.7,0,0
12.71,1e-09,1
12.72,1e-09,1
12.73,0,0
12.74,0,0
12.75,0,0
12.76,0,0
12.77,0,0
12.78,1e-09,1
12.79,1e-09,1
12.8,0,0
12.81,0,0
12.82,0,0
12.83,0,0
12.84,1e-09,1
12.85,1e-09,1
12.86,0,0
12.87,0,0
12.88,0,0
12.89,3e-09,0.5774
12.9,1e-09,1
12.91,0,0
12.92,0,0
12.93,0,0
12.94,1e-09,1
12.95,0,0
12.96,1e-09,1
12.97,0,0
12.98,0,0
12.99,0,0
13,0,0
13.01,0,0
13.02,0,0
13.03,0,0
13.04,0,0
13.05,0,0
13.06,0,0
13.07,0,0
13.08,0,0
13.09,0,0
13.1,0,0
13.11,0,0
13.12,0,0
13.13,0,0
13.14,0,0
13.15,0,0
13.16,1e-09,1
13.17,1e-09,1
13.18,0,0
13.19,1e-09,1
13.2,0,0
13.21,0,0
13.22,3e-09,0.5774
13.23,0,0
13.24,0,0
13.25,0,0
13.26,0,0
13.27,0,0
13.28,0,0
13.29,0,0
13.3,1e-09,1
13.31,0,0
13.32,0,0
13.33,0,0
13.34,0,0
13.35,0,0
13.36,0,0
13.37,0,0
13.38,0,0
13.39,1e-09,1
13.4,1e-09,1
13.41,0,0
13.42,0,0
13.43,0,0
13.44,1e-09,1
13.45,0,0
13.46,0,0
13.47,1e-09,1
13.48,0,0
13.49,1e-09,1
13.5,0,0
13.51,0,0
13.52,0,0
13.53,2e-09,0.7071
13.54,0,0
13.55,0,0
13.56,0,0
13.57,0,0
13.58,0,0
13.59,0,0
13.6,0,0
13.61,0,0
13.62,2e-09,0.7071
13.63,0,0
13.64,0,0
13.65,0,0
13.66,0,0
13.67,0,0
13.68,0,0
13.69,0,0
13.7,0,0
13.71,0,0
13.72,0,0
13.73,0,0
13.74,0,0
13.75,0,0
13.76,0,0
13.77,0,0
13.78,0,0
13.79,0,0
13.8,0,0
13.81,0,0
13.82,0,0
13.83,1e-09,1
13.84,0,0
13.85,0,0
13.86,0,0
13.87,1e-09,1
13.88,0,0
13.89,0,0
13.9,1e-09,1
13.91,0,0
13.92,0,0
13.93,0,0
13.94,0,0
13.95,0,0
13.96,0,0
13.97,0,0
13.98,0,0
13.99,0,0
14,0,0
14.01,0,0
14.02,1e-09,1
14.03,0,0
14.04,0,0
14.05,1e-09,1
14.06,0,0
14.07,0,0
14.08,0,0
14.09,1e-09,1
14.1,0,0
14.11,0,0
14.12,0,0
14.13,0,0
14.14,1e-09,1
14.15,0,0
14.16,0,0
14.17,0,0
14.18,0,0
14.19,0,0
14.2,0,0
14.21,2e-09,0.7071
14.22,0,0
14.23,0,0
14.24,0,0
14.25,0,0
14.26,0,0
14.27,1e-09,1
14.28,0,0
14.29,1e-09,1
14.3,0,0
14.31,1e-09,1
14.32,0,0
14.33,1e-09,1
14.34,0,0
14.35,0,0
14.36,0,0
14.37,0,0
14.38,1e-09,1
14.39,0,0
14.4,0,0
14.41,0,0
14.42,0,0
14.43,0,0
14.44,0,0
14.45,0,0
14.46,0,0
14.47,0,0
14.48,1e-09,1
14.49,0,0
14.5,0,0
14.51,0,0
14.52,0,0
14.53,0,0
14.54,0,0
14.55,0,0
14.56,0,0
14.57,0,0
14.58,0,0
14.59,0,0
14.6,0,0
14.61,0,0
14.62,0,0
14.63,0,0
14.64,0,0
14.65,0,0
14.66,0,0
14.67,1e-09,1
14.68,0,0
14.69,1e-09,1
14.7,0,0
14.71,0,0
14.72,0,0
14.73,0,0
14.74,0,0
14.75,0,0
14.76,0,0
14.77,0,0
14.78,0,0
14.79,0,0
14.8,0,0
14.81,0,0
14.82,0,0
14.83,0,0
14.84,0,0
14.85,0,0
14.86,0,0
14.87,0,0
14.88,1e-09,1
14.89,1e-09,1
14.9,1e-09,1
14.91,0,0
14.92,0,0
14.93,0,0
14.94,0,0
14.95,0,0
14.96,0,0
14.97,1e-09,1
14.98,0,0
14.99,0,0
15,0,0
15.01,0,0
15.02,0,0
15.03,0,0
15.04,1e-09,1
15.05,0,0
15.06,0,0
15.07,0,0
15.08,0,0
15.09,0,0
15.1,0,0
15.11,0,0
15.12,0,0
15.13,1e-09,1
15.14,1e-09,1
15.15,0,0
15.16,0,0
15.17,0,0
15.18,1e-09,1
15.19,0,0
15.2,0,0
15.21,1e-09,1
15.22,0,0
15.23,1e-09,1
15.24,0,0
15.25,0,0
15.26,0,0
15.27,0,0
15.28,0,0
15.29,0,0
15.3,1e-09,1
15.31,0,0
15.32,0,0
15.33,1e-09,1
15.34,0,0
15.35,0,0
15.36,0,0
15.37,0,0
15.38,0,0
15.39,0,0
15.4,0,0
15.41,0,0
15.42,0,0
15.43,2e-09,0.7071
15.44,0,0
15.45,0,0
15.46,0,0
15.47,0,0
15.48,0,0
15.49,0,0
15.5,0,0
15.51,0,0
15.52,0,0
15.53,0,0
15.54,0,0
15.55,1e-09,1
15.56,0,0
15.57,0,0
15.58,1e-09,1
15.59,1e-09,1
15.6,0,0
15.61,0,0
15.62,0,0
15.63,0,0
15.64,1e-09,1
15.65,0,0
15.66,0,0
15.67,0,0
15.68,0,0
15.69,0,0
15.7,0,0
15.71,0,0
15.72,0,0
15.73,0,0
15.74,0,0
15.75,0,0
15.76,0,0
15.77,1e-09,1
15.78,0,0
15.79,0,0
15.8,0,0
15.81,0,0
15.82,0,0
15.83,0,0
15.84,0,0
15.85,1e-09,1
15.86,0,0
15.87,0,0
15.88,0,0
15.89,1e-09,1
15.9,0,0
15.91,0,0
15.92,0,0
15.93,0,0
15.94,0,0
15.95,0,0
15.96,0,0
15.97,0,0
15.98,0,0
15.99,0,0
