"category","case_name","original_path","public_output_path","original_sha256","public_sha256","sanitized","matched_input","NPS","notes"
"FinalCount","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T04_H25_D01\CaO_SourceCompare_5E8\Point\output\outp","01_旧探测器模拟总数据/最终计数/T04_H25_D01/NPS5E8/Point/结果输出/T04_H25_D01_NPS5E8_Point_public.outp","D3DE54EC5240B3053F818EAA318D51928BA1C21D009CD7412711F1315803F1C2","D5F1BD2CA0F3ADDF80A9FC2F74611497F1CF2B8B9AE46684BD2DFD6E30D08F85","yes","yes","500000000","Input echo: Point_5E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T04_H25_D01\CaO_SourceCompare_5E8\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T04_H25_D01/NPS5E8/Disk_D10/结果输出/T04_H25_D01_NPS5E8_Disk_D10_public.outp","888118774DDEDA00A57F3D72F02040B03B658E3F53D663200D64BAA58EE5F4BF","8B384B81E2301E67074EAD12316BF1697922C1B48C5DFD5B74DB1BB5AE50B62C","yes","yes","500000000","Input echo: Disk_D10_5E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T04_H25_D01\CaO_SourceCompare_7E8\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T04_H25_D01/NPS7E8/Disk_D10/结果输出/T04_H25_D01_NPS7E8_Disk_D10_public.outp","8FF1AA2ADFED0A956C74FF9008F293ABF0FF6C0F3F1B89B4D1A6913C9730986C","8B548F6FAC32F86DC21416589AA0AA1184D82836932F63482CF6F63E93101679","yes","yes","700000000","Input echo: Disk_D10_7E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T04_H25_D01\CaO_SourceCompare_7E8\Point\output\outp","01_旧探测器模拟总数据/最终计数/T04_H25_D01/NPS7E8/Point/结果输出/T04_H25_D01_NPS7E8_Point_public.outp","002FF2ABB86AE24DE7229064D33728C8245D486C40364E1D81A91C51BC1AD538","3FAD4612EB5C6F3898D4C69556233E544F317BA4FBFAFC0CC05B68C7B2A1B281","yes","yes","700000000","Input echo: Point_7E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T04_H25_D01\CaO_SourceCompare_1E9\Point\output\outp","01_旧探测器模拟总数据/最终计数/T04_H25_D01/NPS1E9/Point/结果输出/T04_H25_D01_NPS1E9_Point_public.outp","CB8215450CBCFCA476043F2E28FD2D4C28761B7DA6BCF233348F942B3C113A48","B2ACBD403444E73C063C5DF3F3A7E8859B25FA721A478D52A1CE860480AE0F3D","yes","yes","1000000000","Input echo: Point_1E9.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T04_H25_D01\CaO_SourceCompare_1E9\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T04_H25_D01/NPS1E9/Disk_D10/结果输出/T04_H25_D01_NPS1E9_Disk_D10_public.outp","3DC99D5F9DB7C43FBD957AB5EBFB1A1404BFB2263F1D2FB93F130CD1D4BFE44D","64FDF18C2818CCF7B852FC3D31B1E4DBB68E100C058EF69147E8669C334F727C","yes","yes","1000000000","Input echo: Disk_D10_1E9.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T05_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T05_H25_D01\CaO_SourceCompare_1E8\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T05_H25_D01/NPS1E8/Disk_D10/结果输出/T05_H25_D01_NPS1E8_Disk_D10_public.outp","4A120C7620FA76B27CA9CE19C4B47FEE2DB92D7EC827294D02CD5ADE48351BA4","8727AA7A63DDB8C4625A5A8D9186CB3EA450FCA8D147F10AC99066EE165320E7","yes","yes","100000000","Input echo: Disk_D10_1E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T05_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T05_H25_D01\CaO_SourceCompare_3E8\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T05_H25_D01/NPS3E8/Disk_D10/结果输出/T05_H25_D01_NPS3E8_Disk_D10_public.outp","45510557868AF51BCB9D2E705DF9B6D4514C348C2AADC7DD5FF94FC1F51D6B49","5B235567260BCF62F0CCA29F4E31BAA548913DF6880DC8EFFA06AF4DD49F3B49","yes","yes","300000000","Input echo: Disk_D10_3E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T05_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T05_H25_D01\CaO_SourceCompare_5E8\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T05_H25_D01/NPS5E8/Disk_D10/结果输出/T05_H25_D01_NPS5E8_Disk_D10_public.outp","B52D29E559F1506B948D2376B78E161C9088AAD7133002028BE84F87942217DB","BFE0272108B7EB5CB2F15428988E4A0BE5325DC9D69D7928702086455FD7A75B","yes","yes","500000000","Input echo: Disk_D10_5E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T05_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T05_H25_D01\CaO_SourceCompare_7E8\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T05_H25_D01/NPS7E8/Disk_D10/结果输出/T05_H25_D01_NPS7E8_Disk_D10_public.outp","8A7A783112B5E919EC13F19875D2717EF0ADCD1153B67090E26723E0B3F997E3","2FC003CF49A277BE37903FA735A5389396D9EEB7FF13395ACAF567C76FA6BF25","yes","yes","700000000","Input echo: Disk_D10_7E8.i. NPS convergence/final-count case; public output differs only by redacted account path."
"FinalCount","T05_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\最终计数\T05_H25_D01\CaO_SourceCompare_1E9\Disk_D10\output\outp","01_旧探测器模拟总数据/最终计数/T05_H25_D01/NPS1E9/Disk_D10/结果输出/T05_H25_D01_NPS1E9_Disk_D10_public.outp","3CEB6D32E56865764B5ECF0DC27A53F1EF793E56096234BCF28B088FA9BAAC67","6044725AEFFA90506BF76BE147EAF1833DB7AB060C3B76720B3D779DB0EFD653","yes","yes","1000000000","Input echo: Disk_D10_1E9.i. NPS convergence/final-count case; public output differs only by redacted account path."
"Length","T04_H20_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T04\T04_H20_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T04_H20_D01/结果输出/T04_H20_D01_public.outp","AC1D7B9B9F780E1BD4844FCFEB0B0DCD8110AA8E6282E66A574F3B9CD6D23AB2","D59DE011CA94545DA29E187C28CFDF0135F9F2F9251C75A9F0DB03B25151E09E","yes","yes","500000000","Input echo: T04_H20_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T04\T04_H25_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T04_H25_D01/结果输出/T04_H25_D01_public.outp","3785CB0CE896A418960E01C200D30E39853ADF351430E274AA276B759C09138A","A2BD40DF2B7E9B1F5E9F0138B4AECA44744B045F255B5482745E976E181F9BFA","yes","yes","500000000","Input echo: T04_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T04_H30_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T04\T04_H30_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T04_H30_D01/结果输出/T04_H30_D01_public.outp","3931BCC99CA9BDC0828D81A8BD886BCA5AC4B3E677D40D6F3B674341AD2F15EE","664481BC6F07843B7CFEBA251A4C32F0B451A1FC931ACA4EB05C66A231B2E367","yes","yes","500000000","Input echo: T04_H30_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T04_H35_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T04\T04_H35_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T04_H35_D01/结果输出/T04_H35_D01_public.outp","83BB7FC3D733BF96173047EB78A6750938A084AEF64AFCB132C7D23D412AE012","D09280D16D9FCE46A7E27A97AE307DEE9E0FB40682DB63CF94D39E4D4A7000B4","yes","yes","500000000","Input echo: T04_H35_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T04_H40_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T04\T04_H40_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T04_H40_D01/结果输出/T04_H40_D01_public.outp","3A99D714B4BA59C5B8BE4AE89E1F3DDD4EB68F73B693076D7E8491FC718FF082","99CC3FF25C9288C2A58D1014CBC8139D697A815620DC8CEC631FE65287598F48","yes","yes","500000000","Input echo: T04_H40_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T04_H45_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T04\T04_H45_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T04_H45_D01/结果输出/T04_H45_D01_public.outp","291C8DF0F0DD246FE9F470D9C575522F1358BEBD664C01963BC4D8A03ADCAA5B","E180760A640CDE21948A684223BBC7F354A59EA75AF553D6BD2DDD31E4F412B1","yes","yes","500000000","Input echo: T04_H45_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T04_H50_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T04\T04_H50_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T04_H50_D01/结果输出/T04_H50_D01_public.outp","68AAA3F6E7DFB70E3A08F55700D761B77A8A120FF7D2404BFE19ED16A5BF0C30","886F3C1C7CA77CB4E6C5DCBF33A1C4B122CC80AA7935F44E6A90A6C6FC1FB291","yes","yes","500000000","Input echo: T04_H50_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T05_H20_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T05\T05_H20_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T05_H20_D01/结果输出/T05_H20_D01_public.outp","D9FE14FB24ED0AD8885850FC5891D0C06F1158CF88869FA3D10D07CB9DFABA77","2A3E529D315C13771EBFCB2D31FCDC41E0A152B21D1A8EBD0D8F092ED123DEE4","yes","yes","500000000","Input echo: T05_H20_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T05_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T05\T05_H25_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T05_H25_D01/结果输出/T05_H25_D01_public.outp","E92FCD771783789418437F14E1E5A2DA9FF71FA97164AC3DB03A055002CBF79F","6A194D8B51DDEFF4F9F1C8429D44C8B27A0986961112EEEA7F1A5BEC2A94814D","yes","yes","500000000","Input echo: T05_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T05_H30_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T05\T05_H30_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T05_H30_D01/结果输出/T05_H30_D01_public.outp","00ED5B61DF375C51F7483883FEAE3252F341E7CD9955F5AAD27B8A2D44C2DBC7","078E51205A4D98EEC8B8E0BFA1729EEFABFC1DBBEFC3AED59A348DABC8B40E8D","yes","yes","500000000","Input echo: T05_H30_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T05_H35_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T05\T05_H35_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T05_H35_D01/结果输出/T05_H35_D01_public.outp","AFECF5B68B2C26A9851483B11000C5A01724BFA50D122A0D21BA545DD3C58820","9559FF47E83130FDFE36E212A11CD06E5D1E0BB515894C6E16E38B1FA77C9EA0","yes","yes","500000000","Input echo: T05_H35_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T05_H40_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T05\T05_H40_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T05_H40_D01/结果输出/T05_H40_D01_public.outp","743B9044CFA733515A1467FD48A35932318B547C48DE8BA58FF9D13096852FB5","6175F349DBE56FEB4E41316DFD4559A1DB3A13BD31745E1D9EB773CD35C2CAC4","yes","yes","500000000","Input echo: T05_H40_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T05_H45_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T05\T05_H45_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T05_H45_D01/结果输出/T05_H45_D01_public.outp","28D25632891CC8F68114BF6B2C80B2BEF3EC7E7CCDC31C6A54D4B157D9DC7F7C","8D82E14FE867C07F9845A67B9C381C957543793800EE697508B86A5D8199E50B","yes","yes","500000000","Input echo: T05_H45_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Length","T05_H50_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\长度优化\T05\T05_H50_D01\结果输出\outp","01_旧探测器模拟总数据/长度优化/T05_H50_D01/结果输出/T05_H50_D01_public.outp","4FEFCB78799E017A5E7DCC70483C773EAE2CF93880307B381B7997AD99B35D53","F53C3107856F99ECB66539C6A5DECAA5128572F15C7A492C3BBDC198A17403DC","yes","yes","500000000","Input echo: T05_H50_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T01_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T01_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T01_H25_D01/结果输出/T01_H25_D01_public.outp","697EE560C05408D00FA1F30CAF58F04389CD5E7B9A81AEC9B4BBDEE94670F169","6E876E6CB2B75F080443AFD20AF18B66FD858983A59BED864A72412503A1A9BD","yes","yes","500000000","Input echo: T01_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T02_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T02_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T02_H25_D01/结果输出/T02_H25_D01_public.outp","869C3AA87D4BD78EA97A5AE5A364238EA4C715F2B57B410F0656BB9E0B8C858C","7571C000F387D11AB688CC3DD43152BF38FA81EBACBC0171A6DA90400A545B8C","yes","yes","500000000","Input echo: T02_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T03_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T03_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T03_H25_D01/结果输出/T03_H25_D01_public.outp","37DDEF048D1880AE5103506649B4DB372D878FF573C278BD303E1386769EC447","496D8B1C9CEF0DB00B5771B8D85007F6125791E53EE826F92786D89674C45428","yes","yes","500000000","Input echo: T03_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T04_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T04_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T04_H25_D01/结果输出/T04_H25_D01_public.outp","4012E6FF1660332F2D198B800D8D70FBF19439C722E45432EDAB724BB5F206B2","2C4D507C8CDC6090BE12D3EC1EC9F65163A0E9B0FFEEF4EA5DF9FF8B9B5C8C0E","yes","yes","500000000","Input echo: T04_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T05_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T05_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T05_H25_D01/结果输出/T05_H25_D01_public.outp","459375FC730074C91C1132AF69FAD9858F3611321059086EDAA38689027CC69C","D0EE9D02AFEC1CDFEF35E43171395832F91166DF05CC1AD0DF59B520A0247185","yes","yes","500000000","Input echo: T05_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T06_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T06_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T06_H25_D01/结果输出/T06_H25_D01_public.outp","2CA0B07DDC46D18C231D93DAD02D169E2A17D48FF94817B0A34100638CFCA3EB","C9FE57E623462EC337535A7F7EF595DD822D6478AA6D559EBAEBC69EBD12FF21","yes","yes","500000000","Input echo: T06_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T07_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T07_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T07_H25_D01/结果输出/T07_H25_D01_public.outp","45C5425A1F155EA4C80BBF250197970598C661F15C4C1000BAFBCD2AF584CD09","FF4B81FB0FB14020361074AF84C3CD17AEF977D086F4C175C99E88D0167BACA2","yes","yes","500000000","Input echo: T07_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T08_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T08_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T08_H25_D01/结果输出/T08_H25_D01_public.outp","E15849A6E4282D1D25CD5809C0FE0A4397A064902AA782862AB1D842DD2853CC","2B20787E0AF4A36A5FD08DECF48AD818E68249B237AC3006E4FA26C6A5F2B808","yes","yes","500000000","Input echo: T08_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T09_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T09_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T09_H25_D01/结果输出/T09_H25_D01_public.outp","A8B5D5C5F9DFC959C49D6526E6F3C20667A0CDE4A864605218BA2F279F966F0F","6DD2EF79C8AF153BF53A796074002E1FA61E98EE168D5FCCEE3EA1DDBC81531F","yes","yes","500000000","Input echo: T09_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
"Thickness","T10_H25_D01","F:\东华理工大学研究生\MCNP\mcnp5\模拟总数据\厚度优化\T10_H25_D01\结果输出\outp","01_旧探测器模拟总数据/厚度优化/T10_H25_D01/结果输出/T10_H25_D01_public.outp","2C84092EF35FD6745B83067C0CDE15FD8F9B8A6BC5B585F5B92FFA1261E39385","326385388F262F64823CE62D929705C11402D44CA4F09BEAFEC9281006806E16","yes","yes","500000000","Input echo: T10_H25_D01.i. Gross ROI historical scan; public output differs only by redacted account path."
