Energy_MeV,F8_Response_per_source_neutron,Relative_Error
8.77,2e-08,0.2236
8.78,3.4e-08,0.1715
8.79,3.2e-08,0.1768
8.8,4.3e-08,0.1525
8.81,2.8e-08,0.189
8.82,3.4e-08,0.1715
8.83,3.8e-08,0.1622
8.84,4.1e-08,0.1562
8.85,5.9e-08,0.1302
8.86,4.2e-08,0.1543
8.87,4e-08,0.1581
8.88,2.9e-08,0.1857
8.89,3.8e-08,0.1622
8.9,3.4e-08,0.1715
8.91,3.2e-08,0.1768
8.92,4.6e-08,0.1474
8.93,4e-08,0.1581
8.94,2.8e-08,0.189
8.95,4.9e-08,0.1429
8.96,3.2e-08,0.1768
8.97,3.4e-08,0.1715
8.98,3.8e-08,0.1622
8.99,2.4e-08,0.2041
9,3.2e-08,0.1768
9.01,2e-08,0.2236
9.02,3e-08,0.1826
9.03,3.6e-08,0.1667
9.04,1.9e-08,0.2294
9.05,3e-08,0.1826
9.06,3e-08,0.1826
9.07,3.8e-08,0.1622
9.08,3e-08,0.1826
9.09,2.3e-08,0.2085
9.1,2.4e-08,0.2041
9.11,2.9e-08,0.1857
9.12,3.5e-08,0.169
9.13,3e-08,0.1826
9.14,1.9e-08,0.2294
9.15,3.4e-08,0.1715
9.16,3.7e-08,0.1644
9.17,3.4e-08,0.1715
9.18,2.9e-08,0.1857
9.19,2.8e-08,0.189
9.2,2.8e-08,0.189
9.21,3.5e-08,0.169
9.22,2.4e-08,0.2041
9.23,3e-08,0.1826
9.24,2.9e-08,0.1857
9.25,4e-08,0.1581
9.26,2.9e-08,0.1857
9.27,2.9e-08,0.1857
9.28,2.8e-08,0.189
9.29,2.4e-08,0.2041
9.3,3e-08,0.1826
9.31,2.6e-08,0.1961
9.32,1.2e-08,0.2887
9.33,1.8e-08,0.2357
9.34,2.6e-08,0.1961
9.35,2.4e-08,0.2041
9.36,2.9e-08,0.1857
9.37,2.9e-08,0.1857
9.38,2.1e-08,0.2182
9.39,2.7e-08,0.1925
9.4,2.7e-08,0.1925
9.41,3.7e-08,0.1644
9.42,3e-08,0.1826
9.43,2.5e-08,0.2
9.44,3.2e-08,0.1768
9.45,3.4e-08,0.1715
9.46,2.9e-08,0.1857
9.47,3.3e-08,0.1741
9.48,2.8e-08,0.189
9.49,2.5e-08,0.2
9.5,3.2e-08,0.1768
9.51,2.2e-08,0.2132
9.52,3.1e-08,0.1796
9.53,2.8e-08,0.189
9.54,2.5e-08,0.2
9.55,3.9e-08,0.1601
9.56,3.3e-08,0.1741
9.57,2.5e-08,0.2
9.58,3.1e-08,0.1796
9.59,2.8e-08,0.189
9.6,1.8e-08,0.2357
9.61,2.9e-08,0.1857
9.62,2.2e-08,0.2132
9.63,2.8e-08,0.189
9.64,2.8e-08,0.189
9.65,2.7e-08,0.1925
9.66,3.3e-08,0.1741
9.67,2.3e-08,0.2085
9.68,3.8e-08,0.1622
9.69,2.5e-08,0.2
9.7,2.6e-08,0.1961
9.71,3.2e-08,0.1768
9.72,3e-08,0.1826
9.73,3.4e-08,0.1715
9.74,2.1e-08,0.2182
9.75,2.8e-08,0.189
9.76,2.7e-08,0.1925
9.77,2.8e-08,0.189
9.78,2e-08,0.2236
9.79,2.5e-08,0.2
9.8,2.3e-08,0.2085
9.81,3.4e-08,0.1715
9.82,3.5e-08,0.169
9.83,2.4e-08,0.2041
9.84,2.8e-08,0.189
9.85,2.5e-08,0.2
9.86,3.3e-08,0.1741
9.87,2.6e-08,0.1961
9.88,2.6e-08,0.1961
9.89,2.6e-08,0.1961
9.9,2.1e-08,0.2182
9.91,2.8e-08,0.189
9.92,1.6e-08,0.25
9.93,3.2e-08,0.1768
9.94,2.4e-08,0.2041
9.95,3.7e-08,0.1644
9.96,2e-08,0.2236
9.97,4.6e-08,0.1474
9.98,1.9e-08,0.2294
9.99,3e-08,0.1826
10,2.2e-08,0.2132
10.01,2.7e-08,0.1925
10.02,1.9e-08,0.2294
10.03,1.7e-08,0.2425
10.04,2.2e-08,0.2132
10.05,2.4e-08,0.2041
10.06,2.8e-08,0.189
10.07,2.1e-08,0.2182
10.08,2.3e-08,0.2085
10.09,2.5e-08,0.2
10.1,1.8e-08,0.2357
10.11,1.6e-08,0.25
10.12,2.3e-08,0.2085
10.13,2.9e-08,0.1857
10.14,2e-08,0.2236
10.15,2.5e-08,0.2
10.16,1.5e-08,0.2582
10.17,2.3e-08,0.2085
10.18,2.1e-08,0.2182
10.19,2e-08,0.2236
10.2,2e-08,0.2236
10.21,2.3e-08,0.2085
10.22,3.3e-08,0.1741
10.23,1.7e-08,0.2425
10.24,2.7e-08,0.1925
10.25,1.7e-08,0.2425
10.26,2.6e-08,0.1961
10.27,2.1e-08,0.2182
10.28,2.2e-08,0.2132
10.29,2.3e-08,0.2085
10.3,2e-08,0.2236
10.31,2.2e-08,0.2132
10.32,2e-08,0.2236
10.33,2e-08,0.2236
10.34,1.8e-08,0.2357
10.35,1.5e-08,0.2582
10.36,2.6e-08,0.1961
10.37,1.7e-08,0.2425
10.38,2e-08,0.2236
10.39,2.1e-08,0.2182
10.4,2.1e-08,0.2182
10.41,2e-08,0.2236
10.42,1.8e-08,0.2357
10.43,2e-08,0.2236
10.44,1.9e-08,0.2294
10.45,2.2e-08,0.2132
10.46,1.8e-08,0.2357
10.47,2.1e-08,0.2182
10.48,2.4e-08,0.2041
10.49,2.1e-08,0.2182
10.5,1.8e-08,0.2357
10.51,1.6e-08,0.25
10.52,1.9e-08,0.2294
10.53,1.7e-08,0.2425
10.54,2.3e-08,0.2085
10.55,2.3e-08,0.2085
10.56,1.9e-08,0.2294
10.57,1.8e-08,0.2357
10.58,2.7e-08,0.1925
10.59,1e-08,0.3162
10.6,2.1e-08,0.2182
10.61,2e-08,0.2236
10.62,2.1e-08,0.2182
10.63,1.4e-08,0.2673
10.64,1.4e-08,0.2673
10.65,1.9e-08,0.2294
10.66,1.7e-08,0.2425
10.67,2e-08,0.2236
10.68,1.1e-08,0.3015
10.69,1.1e-08,0.3015
10.7,1.8e-08,0.2357
10.71,6e-09,0.4082
10.72,1.5e-08,0.2582
10.73,2e-08,0.2236
10.74,2.2e-08,0.2132
10.75,2.2e-08,0.2132
10.76,1.1e-08,0.3015
10.77,1.9e-08,0.2294
10.78,1.2e-08,0.2887
10.79,1e-08,0.3162
10.8,1.3e-08,0.2774
10.81,1.8e-08,0.2357
10.82,1.8e-08,0.2357
10.83,2.5e-08,0.2
10.84,1.2e-08,0.2887
10.85,1.7e-08,0.2425
10.86,1.5e-08,0.2582
10.87,1.1e-08,0.3015
10.88,6e-09,0.4082
10.89,1.5e-08,0.2582
10.9,1.4e-08,0.2673
10.91,1.6e-08,0.25
10.92,2e-08,0.2236
10.93,1.4e-08,0.2673
10.94,9e-09,0.3333
10.95,1.6e-08,0.25
10.96,1.7e-08,0.2425
10.97,1.3e-08,0.2774
10.98,1.2e-08,0.2887
10.99,1.1e-08,0.3015
11,9e-09,0.3333
11.01,2e-08,0.2236
11.02,7e-09,0.378
11.03,1.4e-08,0.2673
11.04,1e-08,0.3162
11.05,1.7e-08,0.2425
11.06,7e-09,0.378
11.07,1.3e-08,0.2774
11.08,1.1e-08,0.3015
11.09,1.2e-08,0.2887
11.1,1.6e-08,0.25
11.11,9e-09,0.3333
11.12,1.1e-08,0.3015
11.13,1.2e-08,0.2887
11.14,1.3e-08,0.2774
11.15,9e-09,0.3333
11.16,1.2e-08,0.2887
11.17,1.1e-08,0.3015
11.18,7e-09,0.378
11.19,3e-09,0.5774
11.2,1e-08,0.3162
11.21,1.1e-08,0.3015
11.22,1e-08,0.3162
11.23,1.1e-08,0.3015
11.24,9e-09,0.3333
11.25,8e-09,0.3536
11.26,1.3e-08,0.2774
11.27,6e-09,0.4082
11.28,1e-08,0.3162
11.29,1.3e-08,0.2774
11.3,1.4e-08,0.2673
11.31,6e-09,0.4082
11.32,1.3e-08,0.2774
11.33,7e-09,0.378
11.34,1.2e-08,0.2887
11.35,9e-09,0.3333
11.36,1.3e-08,0.2774
11.37,1.2e-08,0.2887
11.38,9e-09,0.3333
11.39,1e-08,0.3162
11.4,4e-09,0.5
11.41,2e-09,0.7071
11.42,9e-09,0.3333
11.43,6e-09,0.4082
11.44,8e-09,0.3536
11.45,7e-09,0.378
11.46,8e-09,0.3536
11.47,7e-09,0.378
11.48,1e-08,0.3162
11.49,5e-09,0.4472
11.5,8e-09,0.3536
11.51,5e-09,0.4472
11.52,5e-09,0.4472
11.53,9e-09,0.3333
11.54,8e-09,0.3536
11.55,7e-09,0.378
11.56,9e-09,0.3333
11.57,8e-09,0.3536
11.58,3e-09,0.5774
11.59,6e-09,0.4082
11.6,9e-09,0.3333
11.61,4e-09,0.5
11.62,2e-09,0.7071
11.63,7e-09,0.378
11.64,3e-09,0.5774
11.65,1.5e-08,0.2582
11.66,7e-09,0.378
11.67,2e-09,0.7071
11.68,5e-09,0.4472
11.69,9e-09,0.3333
11.7,7e-09,0.378
11.71,5e-09,0.4472
11.72,4e-09,0.5
11.73,2e-09,0.7071
11.74,5e-09,0.4472
11.75,1e-09,1
11.76,2e-09,0.7071
11.77,2e-09,0.7071
11.78,6e-09,0.4082
11.79,4e-09,0.5
11.8,2e-09,0.7071
11.81,6e-09,0.4082
11.82,5e-09,0.4472
11.83,0,0
11.84,1e-09,1
11.85,3e-09,0.5774
11.86,6e-09,0.4082
11.87,6e-09,0.4082
11.88,7e-09,0.378
11.89,5e-09,0.4472
11.9,0,0
11.91,2e-09,0.7071
11.92,4e-09,0.5
11.93,2e-09,0.7071
11.94,2e-09,0.7071
11.95,2e-09,0.7071
11.96,2e-09,0.7071
11.97,3e-09,0.5774
11.98,2e-09,0.7071
11.99,1e-09,1
12,4e-09,0.5
12.01,4e-09,0.5
12.02,3e-09,0.5774
12.03,2e-09,0.7071
12.04,2e-09,0.7071
12.05,1e-09,1
12.06,5e-09,0.4472
12.07,5e-09,0.4472
12.08,0,0
12.09,1e-09,1
12.1,2e-09,0.7071
12.11,0,0
12.12,2e-09,0.7071
12.13,2e-09,0.7071
12.14,4e-09,0.5
12.15,4e-09,0.5
12.16,1e-09,1
12.17,2e-09,0.7071
12.18,4e-09,0.5
12.19,0,0
12.2,1e-09,1
12.21,0,0
12.22,1e-09,1
12.23,3e-09,0.5774
12.24,4e-09,0.5
12.25,2e-09,0.7071
12.26,0,0
12.27,1e-09,1
12.28,1e-09,1
12.29,0,0
12.3,2e-09,0.7071
12.31,2e-09,0.7071
12.32,1e-09,1
12.33,1e-09,1
12.34,0,0
12.35,1e-09,1
12.36,0,0
12.37,1e-09,1
12.38,0,0
12.39,0,0
12.4,0,0
12.41,1e-09,1
12.42,0,0
12.43,0,0
12.44,0,0
12.45,0,0
12.46,0,0
12.47,0,0
12.48,1e-09,1
12.49,2e-09,0.7071
12.5,0,0
12.51,1e-09,1
12.52,1e-09,1
12.53,1e-09,1
12.54,0,0
12.55,0,0
12.56,1e-09,1
12.57,1e-09,1
12.58,1e-09,1
12.59,1e-09,1
12.6,0,0
12.61,0,0
12.62,0,0
12.63,0,0
12.64,0,0
12.65,0,0
12.66,0,0
12.67,1e-09,1
12.68,0,0
12.69,0,0
12.7,0,0
12.71,1e-09,1
12.72,0,0
12.73,1e-09,1
12.74,0,0
12.75,0,0
12.76,1e-09,1
12.77,0,0
12.78,1e-09,1
12.79,1e-09,1
12.8,1e-09,1
12.81,0,0
12.82,0,0
12.83,0,0
12.84,0,0
12.85,0,0
12.86,1e-09,1
12.87,0,0
12.88,0,0
12.89,0,0
12.9,1e-09,1
12.91,0,0
12.92,0,0
12.93,1e-09,1
12.94,1e-09,1
12.95,0,0
12.96,1e-09,1
12.97,1e-09,1
12.98,0,0
12.99,0,0
13,1e-09,1
13.01,0,0
13.02,0,0
13.03,0,0
13.04,0,0
13.05,0,0
13.06,0,0
13.07,0,0
13.08,1e-09,1
13.09,0,0
13.1,0,0
13.11,0,0
13.12,0,0
13.13,0,0
13.14,0,0
13.15,0,0
13.16,1e-09,1
13.17,0,0
13.18,0,0
13.19,1e-09,1
13.2,0,0
13.21,1e-09,1
13.22,0,0
13.23,0,0
13.24,0,0
13.25,0,0
13.26,0,0
13.27,0,0
13.28,0,0
13.29,0,0
13.3,0,0
13.31,0,0
13.32,1e-09,1
13.33,0,0
13.34,0,0
13.35,0,0
13.36,0,0
13.37,0,0
13.38,0,0
13.39,0,0
13.4,0,0
13.41,0,0
13.42,2e-09,0.7071
13.43,0,0
13.44,0,0
13.45,0,0
13.46,0,0
13.47,0,0
13.48,0,0
13.49,0,0
13.5,1e-09,1
13.51,0,0
13.52,0,0
13.53,0,0
13.54,0,0
13.55,0,0
13.56,0,0
13.57,0,0
13.58,0,0
13.59,0,0
13.6,1e-09,1
13.61,0,0
13.62,0,0
13.63,1e-09,1
13.64,1e-09,1
13.65,0,0
13.66,0,0
13.67,1e-09,1
13.68,0,0
13.69,1e-09,1
13.7,1e-09,1
13.71,1e-09,1
13.72,0,0
13.73,1e-09,1
13.74,0,0
13.75,0,0
13.76,0,0
13.77,0,0
13.78,0,0
13.79,0,0
13.8,0,0
13.81,1e-09,1
13.82,0,0
13.83,0,0
13.84,0,0
13.85,0,0
13.86,0,0
13.87,0,0
13.88,0,0
13.89,0,0
13.9,0,0
13.91,0,0
13.92,0,0
13.93,1e-09,1
13.94,0,0
13.95,0,0
13.96,0,0
13.97,0,0
13.98,0,0
13.99,0,0
14,0,0
14.01,0,0
14.02,1e-09,1
14.03,0,0
14.04,1e-09,1
14.05,0,0
14.06,0,0
14.07,0,0
14.08,0,0
14.09,0,0
14.1,0,0
14.11,0,0
14.12,0,0
14.13,0,0
14.14,0,0
14.15,0,0
14.16,0,0
14.17,0,0
14.18,0,0
14.19,0,0
14.2,0,0
14.21,0,0
14.22,0,0
14.23,0,0
14.24,0,0
14.25,0,0
14.26,0,0
14.27,0,0
14.28,0,0
14.29,0,0
14.3,0,0
14.31,1e-09,1
14.32,0,0
14.33,1e-09,1
14.34,0,0
14.35,1e-09,1
14.36,2e-09,0.7071
14.37,0,0
14.38,0,0
14.39,0,0
14.4,0,0
14.41,0,0
14.42,0,0
14.43,0,0
14.44,0,0
14.45,0,0
14.46,0,0
14.47,0,0
14.48,0,0
14.49,1e-09,1
14.5,0,0
14.51,0,0
14.52,0,0
14.53,0,0
14.54,0,0
14.55,1e-09,1
14.56,0,0
14.57,0,0
14.58,0,0
14.59,0,0
14.6,0,0
14.61,1e-09,1
14.62,0,0
14.63,0,0
14.64,0,0
14.65,0,0
14.66,0,0
14.67,1e-09,1
14.68,0,0
14.69,0,0
14.7,0,0
14.71,0,0
14.72,1e-09,1
14.73,0,0
14.74,0,0
14.75,0,0
14.76,0,0
14.77,0,0
14.78,0,0
14.79,0,0
14.8,0,0
14.81,0,0
14.82,0,0
14.83,0,0
14.84,0,0
14.85,1e-09,1
14.86,0,0
14.87,0,0
14.88,0,0
14.89,0,0
14.9,0,0
14.91,0,0
14.92,0,0
14.93,0,0
14.94,0,0
14.95,0,0
14.96,0,0
14.97,1e-09,1
14.98,1e-09,1
14.99,0,0
15,0,0
15.01,0,0
15.02,0,0
15.03,0,0
15.04,0,0
15.05,0,0
15.06,0,0
15.07,0,0
15.08,0,0
15.09,0,0
15.1,0,0
15.11,0,0
15.12,0,0
15.13,0,0
15.14,1e-09,1
15.15,0,0
15.16,0,0
15.17,0,0
15.18,0,0
15.19,0,0
15.2,0,0
15.21,0,0
15.22,0,0
15.23,0,0
15.24,0,0
15.25,0,0
15.26,0,0
15.27,0,0
15.28,0,0
15.29,0,0
15.3,0,0
15.31,0,0
15.32,0,0
15.33,0,0
15.34,1e-09,1
15.35,0,0
15.36,1e-09,1
15.37,0,0
15.38,0,0
15.39,0,0
15.4,0,0
15.41,0,0
15.42,0,0
15.43,1e-09,1
15.44,0,0
15.45,0,0
15.46,0,0
15.47,0,0
15.48,0,0
15.49,1e-09,1
15.5,0,0
15.51,0,0
15.52,0,0
15.53,0,0
15.54,1e-09,1
15.55,0,0
15.56,1e-09,1
15.57,0,0
15.58,0,0
15.59,1e-09,1
15.6,0,0
15.61,0,0
15.62,0,0
15.63,0,0
15.64,0,0
15.65,0,0
15.66,0,0
15.67,0,0
15.68,0,0
15.69,0,0
15.7,0,0
15.71,0,0
15.72,0,0
15.73,2e-09,0.7071
15.74,0,0
15.75,0,0
15.76,0,0
15.77,0,0
15.78,0,0
15.79,0,0
15.8,0,0
15.81,0,0
15.82,0,0
15.83,0,0
15.84,0,0
15.85,0,0
15.86,0,0
15.87,0,0
15.88,0,0
15.89,1e-09,1
15.9,0,0
15.91,0,0
15.92,0,0
15.93,0,0
15.94,0,0
15.95,0,0
15.96,0,0
15.97,0,0
15.98,0,0
15.99,0,0
