Energy_MeV,F8_Response_per_source_neutron,Relative_Error
8.82,5.2e-08,0.1961
8.83,2.8e-08,0.2673
8.84,4.6e-08,0.2085
8.85,4.6e-08,0.2085
8.86,3.8e-08,0.2294
8.87,4e-08,0.2236
8.88,2.4e-08,0.2887
8.89,3e-08,0.2582
8.9,3.4e-08,0.2425
8.91,4.4e-08,0.2132
8.92,4.6e-08,0.2085
8.93,3.8e-08,0.2294
8.94,2.4e-08,0.2887
8.95,6.4e-08,0.1768
8.96,3.4e-08,0.2425
8.97,2.8e-08,0.2673
8.98,3e-08,0.2582
8.99,2.8e-08,0.2673
9,2.2e-08,0.3015
9.01,1.8e-08,0.3333
9.02,2.6e-08,0.2774
9.03,4.2e-08,0.2182
9.04,2.2e-08,0.3015
9.05,3.2e-08,0.25
9.06,3.4e-08,0.2425
9.07,3.2e-08,0.25
9.08,3.4e-08,0.2425
9.09,2.4e-08,0.2887
9.1,1.4e-08,0.378
9.11,3.2e-08,0.25
9.12,4.2e-08,0.2182
9.13,2.4e-08,0.2887
9.14,1.8e-08,0.3333
9.15,3e-08,0.2582
9.16,2.8e-08,0.2673
9.17,3e-08,0.2582
9.18,2e-08,0.3162
9.19,3e-08,0.2582
9.2,2.4e-08,0.2887
9.21,2.4e-08,0.2887
9.22,2.4e-08,0.2887
9.23,2.8e-08,0.2673
9.24,3e-08,0.2582
9.25,3.8e-08,0.2294
9.26,2.6e-08,0.2774
9.27,2.6e-08,0.2774
9.28,3.4e-08,0.2425
9.29,1.4e-08,0.378
9.3,2.8e-08,0.2673
9.31,1.8e-08,0.3333
9.32,1.4e-08,0.378
9.33,1.6e-08,0.3536
9.34,1.8e-08,0.3333
9.35,3e-08,0.2582
9.36,3.4e-08,0.2425
9.37,2.6e-08,0.2774
9.38,2.2e-08,0.3015
9.39,2.6e-08,0.2774
9.4,3e-08,0.2582
9.41,3e-08,0.2582
9.42,3.6e-08,0.2357
9.43,2.2e-08,0.3015
9.44,3.6e-08,0.2357
9.45,3.8e-08,0.2294
9.46,2.4e-08,0.2887
9.47,4e-08,0.2236
9.48,3.2e-08,0.25
9.49,2.4e-08,0.2887
9.5,3.8e-08,0.2294
9.51,2.2e-08,0.3015
9.52,3.8e-08,0.2294
9.53,2.6e-08,0.2774
9.54,2.8e-08,0.2673
9.55,4.2e-08,0.2182
9.56,3.2e-08,0.25
9.57,2.2e-08,0.3015
9.58,3.4e-08,0.2425
9.59,2.6e-08,0.2774
9.6,2.2e-08,0.3015
9.61,2.4e-08,0.2887
9.62,2e-08,0.3162
9.63,3.2e-08,0.25
9.64,2.4e-08,0.2887
9.65,2.6e-08,0.2774
9.66,3e-08,0.2582
9.67,3.2e-08,0.25
9.68,3.6e-08,0.2357
9.69,2.8e-08,0.2673
9.7,2.4e-08,0.2887
9.71,3e-08,0.2582
9.72,2.8e-08,0.2673
9.73,3.2e-08,0.25
9.74,2e-08,0.3162
9.75,3.6e-08,0.2357
9.76,2.8e-08,0.2673
9.77,3.2e-08,0.25
9.78,2.4e-08,0.2887
9.79,2.4e-08,0.2887
9.8,2.8e-08,0.2673
9.81,2.8e-08,0.2673
9.82,4.2e-08,0.2182
9.83,2.4e-08,0.2887
9.84,3.2e-08,0.25
9.85,2.4e-08,0.2887
9.86,3.2e-08,0.25
9.87,2.6e-08,0.2774
9.88,2.2e-08,0.3015
9.89,2e-08,0.3162
9.9,1.6e-08,0.3536
9.91,2.4e-08,0.2887
9.92,2.2e-08,0.3015
9.93,2.4e-08,0.2887
9.94,1.4e-08,0.378
9.95,3.8e-08,0.2294
9.96,2.4e-08,0.2887
9.97,3.6e-08,0.2357
9.98,1.8e-08,0.3333
9.99,3e-08,0.2582
10,1.6e-08,0.3536
10.01,2.8e-08,0.2673
10.02,1.8e-08,0.3333
10.03,1.8e-08,0.3333
10.04,1.6e-08,0.3536
10.05,2.8e-08,0.2673
10.06,2e-08,0.3162
10.07,2.4e-08,0.2887
10.08,2.6e-08,0.2774
10.09,2.6e-08,0.2774
10.1,2e-08,0.3162
10.11,1.4e-08,0.378
10.12,2.6e-08,0.2774
10.13,3.2e-08,0.25
10.14,2.4e-08,0.2887
10.15,2.6e-08,0.2774
10.16,1.6e-08,0.3536
10.17,2.4e-08,0.2887
10.18,2.6e-08,0.2774
10.19,2.6e-08,0.2774
10.2,2.4e-08,0.2887
10.21,2.2e-08,0.3015
10.22,3.6e-08,0.2357
10.23,1.6e-08,0.3536
10.24,2.6e-08,0.2774
10.25,1.4e-08,0.378
10.26,1.4e-08,0.378
10.27,1.4e-08,0.378
10.28,1.4e-08,0.378
10.29,2.6e-08,0.2774
10.3,1e-08,0.4472
10.31,2.8e-08,0.2673
10.32,2.4e-08,0.2887
10.33,2.4e-08,0.2887
10.34,2e-08,0.3162
10.35,1e-08,0.4472
10.36,1.6e-08,0.3536
10.37,1.4e-08,0.378
10.38,2e-08,0.3162
10.39,1.8e-08,0.3333
10.4,3e-08,0.2582
10.41,2.4e-08,0.2887
10.42,1.8e-08,0.3333
10.43,2.6e-08,0.2774
10.44,1.4e-08,0.378
10.45,2e-08,0.3162
10.46,2e-08,0.3162
10.47,1.8e-08,0.3333
10.48,1.8e-08,0.3333
10.49,1.8e-08,0.3333
10.5,2.8e-08,0.2673
10.51,1.8e-08,0.3333
10.52,2.4e-08,0.2887
10.53,2.4e-08,0.2887
10.54,2.4e-08,0.2887
10.55,2.4e-08,0.2887
10.56,1e-08,0.4472
10.57,1.6e-08,0.3536
10.58,3.4e-08,0.2425
10.59,1.2e-08,0.4082
10.6,1.4e-08,0.378
10.61,1.8e-08,0.3333
10.62,3e-08,0.2582
10.63,1.6e-08,0.3536
10.64,1.6e-08,0.3536
10.65,1.6e-08,0.3536
10.66,1.8e-08,0.3333
10.67,3.2e-08,0.25
10.68,4e-09,0.7071
10.69,6e-09,0.5774
10.7,2.2e-08,0.3015
10.71,6e-09,0.5774
10.72,1.6e-08,0.3536
10.73,1.4e-08,0.378
10.74,2.6e-08,0.2774
10.75,2.8e-08,0.2673
10.76,6e-09,0.5774
10.77,1.8e-08,0.3333
10.78,8e-09,0.5
10.79,8e-09,0.5
10.8,4e-09,0.7071
10.81,2.2e-08,0.3015
10.82,2e-08,0.3162
10.83,2.8e-08,0.2673
10.84,1.8e-08,0.3333
10.85,1e-08,0.4472
10.86,1.4e-08,0.378
10.87,1.2e-08,0.4082
10.88,1e-08,0.4472
10.89,1.8e-08,0.3333
10.9,8e-09,0.5
10.91,1.2e-08,0.4082
10.92,2.4e-08,0.2887
10.93,1.4e-08,0.378
10.94,6e-09,0.5774
10.95,1.8e-08,0.3333
10.96,1.4e-08,0.378
10.97,1.4e-08,0.378
10.98,1e-08,0.4472
10.99,1e-08,0.4472
11,4e-09,0.7071
11.01,1.8e-08,0.3333
11.02,6e-09,0.5774
11.03,1.4e-08,0.378
11.04,1.2e-08,0.4082
11.05,1.6e-08,0.3536
11.06,4e-09,0.7071
11.07,1.8e-08,0.3333
11.08,6e-09,0.5774
11.09,1e-08,0.4472
11.1,1.4e-08,0.378
11.11,1e-08,0.4472
11.12,6e-09,0.5774
11.13,8e-09,0.5
11.14,1.6e-08,0.3536
11.15,1e-08,0.4472
11.16,6e-09,0.5774
11.17,1.2e-08,0.4082
11.18,8e-09,0.5
11.19,2e-09,1
11.2,1e-08,0.4472
11.21,1.2e-08,0.4082
11.22,6e-09,0.5774
11.23,1.6e-08,0.3536
11.24,1.4e-08,0.378
11.25,1e-08,0.4472
11.26,1.2e-08,0.4082
11.27,6e-09,0.5774
11.28,1.4e-08,0.378
11.29,1.2e-08,0.4082
11.3,1.6e-08,0.3536
11.31,6e-09,0.5774
11.32,1.6e-08,0.3536
11.33,8e-09,0.5
11.34,6e-09,0.5774
11.35,1.2e-08,0.4082
11.36,1.2e-08,0.4082
11.37,1.8e-08,0.3333
11.38,1.2e-08,0.4082
11.39,8e-09,0.5
11.4,4e-09,0.7071
11.41,2e-09,1
11.42,1e-08,0.4472
11.43,4e-09,0.7071
11.44,8e-09,0.5
11.45,6e-09,0.5774
11.46,4e-09,0.7071
11.47,8e-09,0.5
11.48,8e-09,0.5
11.49,4e-09,0.7071
11.5,8e-09,0.5
11.51,4e-09,0.7071
11.52,8e-09,0.5
11.53,8e-09,0.5
11.54,1e-08,0.4472
11.55,6e-09,0.5774
11.56,8e-09,0.5
11.57,2e-09,1
11.58,4e-09,0.7071
11.59,1e-08,0.4472
11.6,8e-09,0.5
11.61,4e-09,0.7071
11.62,2e-09,1
11.63,4e-09,0.7071
11.64,2e-09,1
11.65,1e-08,0.4472
11.66,1e-08,0.4472
11.67,0,0
11.68,8e-09,0.5
11.69,1e-08,0.4472
11.7,6e-09,0.5774
11.71,4e-09,0.7071
11.72,4e-09,0.7071
11.73,2e-09,1
11.74,4e-09,0.7071
11.75,2e-09,1
11.76,0,0
11.77,4e-09,0.7071
11.78,8e-09,0.5
11.79,4e-09,0.7071
11.8,4e-09,0.7071
11.81,6e-09,0.5774
11.82,6e-09,0.5774
11.83,0,0
11.84,0,0
11.85,0,0
11.86,6e-09,0.5774
11.87,4e-09,0.7071
11.88,6e-09,0.5774
11.89,6e-09,0.5774
11.9,0,0
11.91,4e-09,0.7071
11.92,2e-09,1
11.93,2e-09,1
11.94,4e-09,0.7071
11.95,0,0
11.96,4e-09,0.7071
11.97,6e-09,0.5774
11.98,0,0
11.99,0,0
12,4e-09,0.7071
12.01,4e-09,0.7071
12.02,4e-09,0.7071
12.03,4e-09,0.7071
12.04,2e-09,1
12.05,0,0
12.06,8e-09,0.5
12.07,2e-09,1
12.08,0,0
12.09,2e-09,1
12.1,2e-09,1
12.11,0,0
12.12,0,0
12.13,2e-09,1
12.14,2e-09,1
12.15,4e-09,0.7071
12.16,2e-09,1
12.17,0,0
12.18,2e-09,1
12.19,0,0
12.2,0,0
12.21,0,0
12.22,0,0
12.23,4e-09,0.7071
12.24,4e-09,0.7071
12.25,2e-09,1
12.26,0,0
12.27,0,0
12.28,0,0
12.29,0,0
12.3,2e-09,1
12.31,4e-09,0.7071
12.32,2e-09,1
12.33,2e-09,1
12.34,0,0
12.35,0,0
12.36,0,0
12.37,2e-09,1
12.38,0,0
12.39,0,0
12.4,0,0
12.41,2e-09,1
12.42,0,0
12.43,0,0
12.44,0,0
12.45,0,0
12.46,0,0
12.47,0,0
12.48,0,0
12.49,4e-09,0.7071
12.5,0,0
12.51,0,0
12.52,0,0
12.53,2e-09,1
12.54,0,0
12.55,0,0
12.56,0,0
12.57,2e-09,1
12.58,2e-09,1
12.59,2e-09,1
12.6,0,0
12.61,0,0
12.62,0,0
12.63,0,0
12.64,0,0
12.65,0,0
12.66,0,0
12.67,2e-09,1
12.68,0,0
12.69,0,0
12.7,0,0
12.71,2e-09,1
12.72,0,0
12.73,0,0
12.74,0,0
12.75,0,0
12.76,0,0
12.77,0,0
12.78,2e-09,1
12.79,0,0
12.8,0,0
12.81,0,0
12.82,0,0
12.83,0,0
12.84,0,0
12.85,0,0
12.86,2e-09,1
12.87,0,0
12.88,0,0
12.89,0,0
12.9,0,0
12.91,0,0
12.92,0,0
12.93,0,0
12.94,0,0
12.95,0,0
12.96,2e-09,1
12.97,0,0
12.98,0,0
12.99,0,0
13,2e-09,1
13.01,0,0
13.02,0,0
13.03,0,0
13.04,0,0
13.05,0,0
13.06,0,0
13.07,0,0
13.08,2e-09,1
13.09,0,0
13.1,0,0
13.11,0,0
13.12,0,0
13.13,0,0
13.14,0,0
13.15,0,0
13.16,2e-09,1
13.17,0,0
13.18,0,0
13.19,0,0
13.2,0,0
13.21,0,0
13.22,0,0
13.23,0,0
13.24,0,0
13.25,0,0
13.26,0,0
13.27,0,0
13.28,0,0
13.29,0,0
13.3,0,0
13.31,0,0
13.32,2e-09,1
13.33,0,0
13.34,0,0
13.35,0,0
13.36,0,0
13.37,0,0
13.38,0,0
13.39,0,0
13.4,0,0
13.41,0,0
13.42,2e-09,1
13.43,0,0
13.44,0,0
13.45,0,0
13.46,0,0
13.47,0,0
13.48,0,0
13.49,0,0
13.5,0,0
13.51,0,0
13.52,0,0
13.53,0,0
13.54,0,0
13.55,0,0
13.56,0,0
13.57,0,0
13.58,0,0
13.59,0,0
13.6,2e-09,1
13.61,0,0
13.62,0,0
13.63,2e-09,1
13.64,0,0
13.65,0,0
13.66,0,0
13.67,0,0
13.68,0,0
13.69,0,0
13.7,0,0
13.71,0,0
13.72,0,0
13.73,2e-09,1
13.74,0,0
13.75,0,0
13.76,0,0
13.77,0,0
13.78,0,0
13.79,0,0
13.8,0,0
13.81,2e-09,1
13.82,0,0
13.83,0,0
13.84,0,0
13.85,0,0
13.86,0,0
13.87,0,0
13.88,0,0
13.89,0,0
13.9,0,0
13.91,0,0
13.92,0,0
13.93,2e-09,1
13.94,0,0
13.95,0,0
13.96,0,0
13.97,0,0
13.98,0,0
13.99,0,0
14,0,0
14.01,0,0
14.02,0,0
14.03,0,0
14.04,2e-09,1
14.05,0,0
14.06,0,0
14.07,0,0
14.08,0,0
14.09,0,0
14.1,0,0
14.11,0,0
14.12,0,0
14.13,0,0
14.14,0,0
14.15,0,0
14.16,0,0
14.17,0,0
14.18,0,0
14.19,0,0
14.2,0,0
14.21,0,0
14.22,0,0
14.23,0,0
14.24,0,0
14.25,0,0
14.26,0,0
14.27,0,0
14.28,0,0
14.29,0,0
14.3,0,0
14.31,0,0
14.32,0,0
14.33,0,0
14.34,0,0
14.35,2e-09,1
14.36,0,0
14.37,0,0
14.38,0,0
14.39,0,0
14.4,0,0
14.41,0,0
14.42,0,0
14.43,0,0
14.44,0,0
14.45,0,0
14.46,0,0
14.47,0,0
14.48,0,0
14.49,2e-09,1
14.5,0,0
14.51,0,0
14.52,0,0
14.53,0,0
14.54,0,0
14.55,0,0
14.56,0,0
14.57,0,0
14.58,0,0
14.59,0,0
14.6,0,0
14.61,2e-09,1
14.62,0,0
14.63,0,0
14.64,0,0
14.65,0,0
14.66,0,0
14.67,0,0
14.68,0,0
14.69,0,0
14.7,0,0
14.71,0,0
14.72,0,0
14.73,0,0
14.74,0,0
14.75,0,0
14.76,0,0
14.77,0,0
14.78,0,0
14.79,0,0
14.8,0,0
14.81,0,0
14.82,0,0
14.83,0,0
14.84,0,0
14.85,2e-09,1
14.86,0,0
14.87,0,0
14.88,0,0
14.89,0,0
14.9,0,0
14.91,0,0
14.92,0,0
14.93,0,0
14.94,0,0
14.95,0,0
14.96,0,0
14.97,2e-09,1
14.98,0,0
14.99,0,0
15,0,0
15.01,0,0
15.02,0,0
15.03,0,0
15.04,0,0
15.05,0,0
15.06,0,0
15.07,0,0
15.08,0,0
15.09,0,0
15.1,0,0
15.11,0,0
15.12,0,0
15.13,0,0
15.14,0,0
15.15,0,0
15.16,0,0
15.17,0,0
15.18,0,0
15.19,0,0
15.2,0,0
15.21,0,0
15.22,0,0
15.23,0,0
15.24,0,0
15.25,0,0
15.26,0,0
15.27,0,0
15.28,0,0
15.29,0,0
15.3,0,0
15.31,0,0
15.32,0,0
15.33,0,0
15.34,0,0
15.35,0,0
15.36,0,0
15.37,0,0
15.38,0,0
15.39,0,0
15.4,0,0
15.41,0,0
15.42,0,0
15.43,2e-09,1
15.44,0,0
15.45,0,0
15.46,0,0
15.47,0,0
15.48,0,0
15.49,2e-09,1
15.5,0,0
15.51,0,0
15.52,0,0
15.53,0,0
15.54,2e-09,1
15.55,0,0
15.56,0,0
15.57,0,0
15.58,0,0
15.59,2e-09,1
15.6,0,0
15.61,0,0
15.62,0,0
15.63,0,0
15.64,0,0
15.65,0,0
15.66,0,0
15.67,0,0
15.68,0,0
15.69,0,0
15.7,0,0
15.71,0,0
15.72,0,0
15.73,0,0
15.74,0,0
15.75,0,0
15.76,0,0
15.77,0,0
15.78,0,0
15.79,0,0
15.8,0,0
15.81,0,0
15.82,0,0
15.83,0,0
15.84,0,0
15.85,0,0
15.86,0,0
15.87,0,0
15.88,0,0
15.89,0,0
15.9,0,0
15.91,0,0
15.92,0,0
15.93,0,0
15.94,0,0
15.95,0,0
15.96,0,0
15.97,0,0
15.98,0,0
15.99,0,0
